@relation 'emploiFinal3 (1)'

@attribute ville {Casablanca,Rabat,'Meknès ',Salé,'Marrakech ',Benguerir,'Kenitra ',Agadir,'Fès ','Mohammedia ','Skhirat ',' Safi ','Tanger ','Sala al jadida',' Berrechid ','Oujda ','El Jadida ',Laayoune,'Tout le Maroc','AL HOCEIMA ','Bouskoura ','Errachidia ',' Ain Harrouda ',Guerssif}
@attribute entreprise {Leyton,'Sitel Group','Attijariwafa bank','Sofrecom Services Maroc',Omnishore,'Lydec et SUEZ','Deloitte Nearshore','ORH Assessment','Hit Radio',Richbond,Atos,'Webhelp Maroc',OBS,Umanis,Majorel,'Maroc Climate and Security (MCS) - Carrier','ARIA Tech','Université Mohammed VI Polytechnique',Msin,CDG,'ALTEN Maroc',Crouzet,Stellantis,Unifitel,'TNC  The Next Clic ','Label\'Vie - Carrefour Market','Excel Management Conseil','AXA Rabat (Axa Services)','La Brigade de Casa','Intelcia ITS','SQLI Maroc','INTM Mediterranée',Aria,'Manpower Agences',Altados,'Al Hoceinia','Adria Business & Technology','Fondation Marocaine pour la Promotion de l\'enseignement préScolaire',Opus.RH,Cnexia,Coficab,'DXC Technology Maroc','Epil Tech Maroc',Eumatech,Welink,Accytime,'AXA Group Operations Maroc','CGI Technologies et Solutions Maroc','HP SEARCH','Reactive Executive',Imacab,'Perenity Software',S3M,Ecolys,Madaef,'BMCI Groupe BNP Paribas','Oceane Consulting','Atlas Pharm','Eca Assurances','Meski Invest - Riva Industries','Leet initiative',Ventec,Preci,Novec,'Isossell Groupe','Econocom Maroc','Comdata Group','LCI Education','Université Internationale de Rabat',Coface,'HPS Maroc',Neosys,'Atlas On Line',Involys,Comicom,Maymana,'SMBL Food',Eqdom,TeamDEV,'Royale Marocaine d\'Assurance',Finéa,'TP-Link Morocco','APM Terminals','Alter Ipso','GO RH Maroc','La Marocaine vie',Mubawab.ma,'McDonald\'s Maroc','Winpa Phone','Bank Of Africa','Safran Nacelles','Foods and Goods',OCBM,'EnerGetic Link','O&D Services','Disty technologies','Auto Nejma Maroc S.A.','Aptiv Maroc  (ex Delphi)',CRIT,'Groupe ODM','CAC (Centrale Automobile Chérifienne)','Air Arabia','Ratp dev Casablanca','Société des Boissons du Maroc','Société Marocaine des Tabacs','Annour Technologies','AKKA Technologies','Sogea Maroc','ATOZMA Services','Consort Maroc','Groupe Adaming',FGT,'Digital Virgo',OFPPT,'Fonds d\'Equipement Communal (FEC)','Groupe Renault','Safran Engineering Services Maroc','Générale routière','Groupe Assu 2000',Karinvest,Alumetaux,'Rifl Biometrics','Fondation Arrawaj','Société de Développement Local Nouaceur Développement','A.LAZRAK Immobilier','KLK Khayatey Living','Pharma Pilot',Dekra}
@attribute secteur_act {' Aéronautique / Spatial',' Informatique',' Centre d\'appel',' Banque / Finance',' BTP / Génie Civil',' Autres services',' Audiovisuel',' Agence pub / Marketing Direct',' Conseil / Etudes',' Comptabilité / Audit',' Telecom',' Electro-mécanique / Mécanique',' Autres Industries',' Automobile / Motos / Cycles',' Offshoring / Nearshoring',' Distribution',' Assurance / Courtage',' Internet / Multimédia',' Recrutement / Intérim',' Cosmétique / Parfumerie / Luxe',' Energie',' Agriculture / Environnement',' Agroalimentaire',' Immobilier / Promoteur / Agence',' Enseignement / Formation',' Transport / Messagerie / Logistique',' Pharmacie / Santé',' Juridique / Cabinet d’avocats',' Métallurgie / Sidérurgie'}
@attribute fonction {' Méthodes / Process / Industrialisation',' Gestion projet / Etudes / R&D',' Administration des ventes / SAV',' Banque',' Call Centers',' Informatique / Electronique',' Communication / Publicité / RP',' Télécoms / Réseaux',' Informatique / Electronique / Multimédia / Internet',' RH / Personnel / Formation',' Avocat / Juriste / Fiscaliste',' Gestion / Comptabilité / Finance',' Logistique / Transport',' Audit / Conseil',' Commercial / Vente / Export',' Achats / Supply Chain',' Marketing',' Assurance',' Immobilier / Promotion',' Journalisme / Traduction',' Distribution',' Production / Qualité / Sécurité / Maintenance',' Assistanat de Direction / Services Généraux',' Travaux / Chantiers / BTP',' Agriculture',' Caméraman / Monteur / Preneur de son',' Environnement',' Enseignement',' Santé / Social',' Multimédia / Internet',' Hôtellerie / Restauration',' Médical / Paramédical'}
@attribute experience {' De 1 à 3 ans',' Moins de 1 an',' De 5 à 10 ans',' De 10 à 20 ans',' De 3 à 5 ans',' Débutant'}
@attribute niv_etude {' Bac +4',' Bac +5 et plus',' Bac',' Bac +2',' Bac +3',' Qualification avant Bac',' Autodidacte',' Bac +1'}
@attribute contrat {' CDI',' Stage',' Autre',' CDD',' Freelance'}
@attribute titre {'Ingénieur ','Conseiller Technique ','Conseiller Client',Analyste,Responsable,'Chef de Projet ','Operations Manager ','Ingénieur Java J2EE','Architecte IT','Team Lead ',Auditeur,'Chargé de Communication ',Stagiaire,'Infographiste ','Développeur ','Ingénieur infrastructure',Consultant,'Ingénieur Support Applicatif',Technicien,'Tech Lead','Responsable RH ','Téléconseiller ','Ingénieur Etude et Développement','Administrateur IT','Conseiller Commercial ',Commercial,'Juriste ','Conseiller en Assurance',Comptable,'Ingénieur Testeur','Chargé Administratif',Coordinateur,'Gestionnaire ',Assistant,'Chef de projet IT ',Acheteur,'Expert Technique ','Ingénieur Informatique ',Manager,'Formateur ','Ingénieur DevOps ','Ingénieur Réseau et Sécurité','Concepteur Développeur ','Contrôleur de Gestion','Scrum Master ','Référent technique ','Consultant IT',Journaliste,'Chargé de Développement','Chargé de Sécurité ','Opérateur Agricole ','Responsable régional ','Directeur ','Responsable Commercial','Chargé de Recouvrement','Chargés d\'Etudes','Responsable Marketing ',Cadre,'Responsable IT ','Chargé d\'Affaires ','Responsable Administratif ','Animateur ','Community Manager ','Infirmier ','Chef d\'équipe ','Administrateur des ventes','Contrôleur ','Chargé de Mission ','Chargé d\'Approvisionnement','Chef de Service ','Expert UX/UI ','Responsable maintenance ','Ingénieur Système','Business Process Owner ','Professeur ','Délégué médical','Responsable Achats ','Chargé des Relations Entreprises','Agent de facturation ','Hôtesse d\'Accueil ','Enseignant de sport polyvalent ','Dessinateur industriel ','Chef Atelier'}

@data
Casablanca,'Maroc Climate and Security (MCS) - Carrier',' Autres services',' Administration des ventes / SAV',' Moins de 1 an',' Bac +2',' CDD',Assistant
Casablanca,Majorel,' Offshoring / Nearshoring',' Gestion / Comptabilité / Finance',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Contrôleur de Gestion'
'Tout le Maroc',OFPPT,' Banque / Finance',' Gestion / Comptabilité / Finance',' De 1 à 3 ans',' Bac +3',' CDI','Formateur '
'Tout le Maroc',OFPPT,' Enseignement / Formation',' Communication / Publicité / RP',' Débutant',' Bac +3',' CDI','Formateur '
'Tout le Maroc',OFPPT,' BTP / Génie Civil',' Gestion projet / Etudes / R&D',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Chef de Projet '
'El Jadida ','Intelcia ITS',' Centre d\'appel',' Production / Qualité / Sécurité / Maintenance',' De 3 à 5 ans',' Bac +4',' CDI',Manager
Guerssif,'Meski Invest - Riva Industries',' BTP / Génie Civil',' Gestion / Comptabilité / Finance',' De 1 à 3 ans',' Bac +2',' CDI','Agent de facturation '
Casablanca,OFPPT,' Banque / Finance',' Avocat / Juriste / Fiscaliste',' De 3 à 5 ans',' Bac +3',' CDI',Comptable
Casablanca,'Groupe Renault',' Automobile / Motos / Cycles',' Avocat / Juriste / Fiscaliste',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Juriste '
Salé,'Safran Engineering Services Maroc',' Aéronautique / Spatial',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur Testeur'
'Tout le Maroc',OFPPT,' Agence pub / Marketing Direct',' Communication / Publicité / RP',' De 3 à 5 ans',' Bac +3',' CDI','Responsable régional '
Casablanca,OFPPT,' Banque / Finance',' Gestion / Comptabilité / Finance',' De 3 à 5 ans',' Bac +3',' CDI',Cadre
Casablanca,OFPPT,' Agence pub / Marketing Direct',' Commercial / Vente / Export',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chef de Service '
'El Jadida ','McDonald\'s Maroc',' Centre d\'appel',' Hôtellerie / Restauration',' De 1 à 3 ans',' Bac +2',' CDI',Manager
Casablanca,'Deloitte Nearshore',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Assistant
Casablanca,Altados,' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Ingénieur Testeur'
Casablanca,'Oceane Consulting',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Développeur '
'Tout le Maroc',OFPPT,' Transport / Messagerie / Logistique',' Achats / Supply Chain',' De 3 à 5 ans',' Bac +2',' CDI',Assistant
Casablanca,'Intelcia ITS',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur '
Casablanca,Unifitel,' Centre d\'appel',' Call Centers',' De 1 à 3 ans',' Bac +2',' CDI','Conseiller Client'
'Fès ','Webhelp Maroc',' Centre d\'appel',' Administration des ventes / SAV',' Débutant',' Bac',' Autre','Conseiller Client'
Casablanca,Leyton,' Informatique',' Informatique / Electronique',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Conseiller Commercial '
Casablanca,'Safran Nacelles',' Autres Industries',' Méthodes / Process / Industrialisation',' De 3 à 5 ans',' Bac +2',' CDI','Chef d\'équipe '
Rabat,'Isossell Groupe',' Centre d\'appel',' Informatique / Electronique',' Moins de 1 an',' Bac +3',' CDI','Chargé de Développement'
Rabat,'Excel Management Conseil',' Banque / Finance',' Informatique / Electronique',' De 1 à 3 ans',' Bac +4',' CDI','Ingénieur '
'Kenitra ',Stellantis,' Automobile / Motos / Cycles',' Gestion / Comptabilité / Finance',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Contrôleur de Gestion'
Casablanca,'Groupe Adaming',' Informatique',' Informatique / Electronique',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Développeur '
Casablanca,Majorel,' Offshoring / Nearshoring',' Enseignement',' De 3 à 5 ans',' Bac +3',' CDD','Professeur '
Casablanca,Msin,' Assurance / Courtage',' Audit / Conseil',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Contrôleur '
'Tout le Maroc','Manpower Agences',' Agence pub / Marketing Direct',' Hôtellerie / Restauration',' Moins de 1 an',' Bac +2',' Autre','Chargé Administratif'
'Sala al jadida','Sofrecom Services Maroc',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Concepteur Développeur '
'El Jadida ','ORH Assessment',' Autres Industries',' Audit / Conseil',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chef de Service '
Casablanca,'Label\'Vie - Carrefour Market',' Distribution',' Distribution',' De 5 à 10 ans',' Bac +4',' CDI','Responsable Marketing '
Rabat,'Isossell Groupe',' Centre d\'appel',' Informatique / Electronique / Multimédia / Internet',' De 1 à 3 ans',' Bac +3',' CDI',Technicien
Salé,'Webhelp Maroc',' Centre d\'appel',' Call Centers',' Débutant',' Bac',' Autre','Téléconseiller '
Rabat,'Webhelp Maroc',' Centre d\'appel',' Call Centers',' Débutant',' Bac',' Autre','Conseiller Commercial '
Rabat,'CGI Technologies et Solutions Maroc',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Ingénieur Java J2EE'
Casablanca,'CGI Technologies et Solutions Maroc',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Développeur '
Rabat,'Isossell Groupe',' Centre d\'appel',' RH / Personnel / Formation',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Formateur '
Casablanca,'Sofrecom Services Maroc',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Développeur '
Casablanca,'Oceane Consulting',' Informatique',' Télécoms / Réseaux',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Responsable RH '
Casablanca,'Winpa Phone',' Assurance / Courtage',' Assurance',' De 1 à 3 ans',' Bac +2',' CDI','Conseiller en Assurance'
Casablanca,Altados,' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Développeur '
Casablanca,Altados,' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Développeur '
Casablanca,Altados,' Banque / Finance',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur Support Applicatif'
Rabat,'Webhelp Maroc',' Centre d\'appel',' Administration des ventes / SAV',' Débutant',' Bac',' Autre','Conseiller Client'
Rabat,CDG,' Banque / Finance',' Audit / Conseil',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Analyste
Rabat,CDG,' Banque / Finance',' Gestion / Comptabilité / Finance',' De 1 à 3 ans',' Bac +5 et plus',' CDI',Analyste
'Kenitra ','ORH Assessment',' Automobile / Motos / Cycles',' Gestion / Comptabilité / Finance',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Comptable
Casablanca,'Manpower Agences',' Autres Industries',' Gestion / Comptabilité / Finance',' De 1 à 3 ans',' Bac +3',' Autre','Chargé Administratif'
Casablanca,Atos,' Informatique',' RH / Personnel / Formation',' Moins de 1 an',' Bac +5 et plus',' Stage',Stagiaire
Casablanca,'Manpower Agences',' Internet / Multimédia',' Informatique / Electronique',' De 3 à 5 ans',' Bac +3',' Autre','Développeur '
Casablanca,'Meski Invest - Riva Industries',' BTP / Génie Civil',' Gestion / Comptabilité / Finance',' De 1 à 3 ans',' Bac +2',' CDI','Agent de facturation '
Casablanca,'Meski Invest - Riva Industries',' BTP / Génie Civil',' RH / Personnel / Formation',' De 5 à 10 ans',' Bac +4',' CDI','Responsable RH '
'Tanger ','Meski Invest - Riva Industries',' BTP / Génie Civil',' Commercial / Vente / Export',' De 5 à 10 ans',' Bac +4',' CDI',Technicien
Casablanca,'Meski Invest - Riva Industries',' BTP / Génie Civil',' Commercial / Vente / Export',' De 1 à 3 ans',' Bac +4',' CDI',Commercial
'Marrakech ','Meski Invest - Riva Industries',' BTP / Génie Civil',' Commercial / Vente / Export',' De 1 à 3 ans',' Bac +4',' CDI',Commercial
'El Jadida ','Meski Invest - Riva Industries',' BTP / Génie Civil',' Commercial / Vente / Export',' De 1 à 3 ans',' Bac +4',' CDI',Commercial
Agadir,'Meski Invest - Riva Industries',' BTP / Génie Civil',' Commercial / Vente / Export',' De 1 à 3 ans',' Bac +4',' CDI',Commercial
Laayoune,'Meski Invest - Riva Industries',' BTP / Génie Civil',' Commercial / Vente / Export',' De 1 à 3 ans',' Bac +4',' CDI',Commercial
'Tanger ',Opus.RH,' Autres services',' Gestion / Comptabilité / Finance',' De 1 à 3 ans',' Bac +5 et plus',' CDI',Comptable
Casablanca,'Deloitte Nearshore',' Conseil / Etudes',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Consultant
Rabat,'Auto Nejma Maroc S.A.',' Automobile / Motos / Cycles',' Administration des ventes / SAV',' De 1 à 3 ans',' Bac +2',' CDI','Hôtesse d\'Accueil '
Casablanca,Majorel,' Offshoring / Nearshoring',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Responsable RH '
'Tanger ','APM Terminals',' Transport / Messagerie / Logistique',' Gestion projet / Etudes / R&D',' De 5 à 10 ans',' Bac +5 et plus',' Autre',Manager
Rabat,Finéa,' Banque / Finance',' Banque',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Chargé d\'Affaires '
'Sala al jadida','Sofrecom Services Maroc',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Expert Technique '
Rabat,'Safran Engineering Services Maroc',' Aéronautique / Spatial',' Gestion projet / Etudes / R&D',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur Testeur'
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur Informatique '
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Hôtellerie / Restauration',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Contrôleur '
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Environnement',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur Système'
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Environnement',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur Informatique '
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur Informatique '
Casablanca,Leyton,' Conseil / Etudes',' Audit / Conseil',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Consultant
'Tanger ','APM Terminals',' Energie',' Production / Qualité / Sécurité / Maintenance',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Ingénieur '
'Tanger ','APM Terminals',' Transport / Messagerie / Logistique',' Logistique / Transport',' Débutant',' Bac +5 et plus',' CDI',Analyste
Benguerir,'Université Mohammed VI Polytechnique',' Autres services',' Communication / Publicité / RP',' De 3 à 5 ans',' Bac +5 et plus',' CDD','Community Manager '
Casablanca,'Intelcia ITS',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur '
Casablanca,'Meski Invest - Riva Industries',' Métallurgie / Sidérurgie',' Logistique / Transport',' De 3 à 5 ans',' Bac +4',' CDI',Responsable
Rabat,Accytime,' Centre d\'appel',' Call Centers',' De 1 à 3 ans',' Bac +3',' CDI','Formateur '
Casablanca,'Meski Invest - Riva Industries',' BTP / Génie Civil',' Commercial / Vente / Export',' De 5 à 10 ans',' Bac +3',' CDI',Assistant
Casablanca,'Meski Invest - Riva Industries',' Métallurgie / Sidérurgie',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +2',' CDI',Commercial
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Gestion projet / Etudes / R&D',' De 3 à 5 ans',' Bac +2',' CDI',Technicien
Casablanca,'Manpower Agences',' Pharmacie / Santé',' Médical / Paramédical',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Assistant
Rabat,CDG,' Banque / Finance',' Gestion / Comptabilité / Finance',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Ingénieur '
Casablanca,'Reactive Executive',' Informatique',' Commercial / Vente / Export',' De 5 à 10 ans',' Bac +4',' CDI',Commercial
'Tanger ',Coficab,' Autres Industries',' Production / Qualité / Sécurité / Maintenance',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chef de Projet '
Casablanca,'Deloitte Nearshore',' Banque / Finance',' Banque',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Manager
Casablanca,'Générale routière',' BTP / Génie Civil',' Gestion / Comptabilité / Finance',' De 5 à 10 ans',' Bac +4',' CDI','Responsable Administratif '
'Tanger ',Coficab,' Transport / Messagerie / Logistique',' Logistique / Transport',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Manager
'Tanger ',Coficab,' Automobile / Motos / Cycles',' Production / Qualité / Sécurité / Maintenance',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Chef de Projet '
Casablanca,'Royale Marocaine d\'Assurance',' Assurance / Courtage',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur Etude et Développement'
Salé,'Webhelp Maroc',' Centre d\'appel',' Call Centers',' Débutant',' Bac',' Autre','Téléconseiller '
Rabat,'Université Internationale de Rabat',' Enseignement / Formation',' RH / Personnel / Formation',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Formateur '
Casablanca,'O&D Services',' Assurance / Courtage',' Commercial / Vente / Export',' De 1 à 3 ans',' Bac +2',' CDI','Conseiller Commercial '
'Kenitra ','ORH Assessment',' Automobile / Motos / Cycles',' Gestion / Comptabilité / Finance',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Comptable
Casablanca,Altados,' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Architecte IT'
Rabat,'Université Mohammed VI Polytechnique',' Autres services',' Enseignement',' De 3 à 5 ans',' Qualification avant Bac',' CDI','Enseignant de sport polyvalent '
Rabat,'Université Mohammed VI Polytechnique',' Autres services',' Enseignement',' De 3 à 5 ans',' Qualification avant Bac',' CDI','Animateur '
Rabat,'Université Mohammed VI Polytechnique',' Autres services',' Enseignement',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Manager
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Marketing',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Community Manager '
Benguerir,'Université Mohammed VI Polytechnique',' Autres services',' Enseignement',' De 1 à 3 ans',' Bac +3',' CDD',Assistant
Benguerir,'Université Mohammed VI Polytechnique',' Autres services',' Enseignement',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Chef de Projet '
Benguerir,'Université Mohammed VI Polytechnique',' Autres services',' Enseignement',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Chargé des Relations Entreprises'
Benguerir,'Université Mohammed VI Polytechnique',' Autres services',' Enseignement',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur '
Benguerir,'Université Mohammed VI Polytechnique',' Autres services',' Enseignement',' De 3 à 5 ans',' Bac +5 et plus',' CDD','Ingénieur Informatique '
Benguerir,'Université Mohammed VI Polytechnique',' Autres services',' Enseignement',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Technicien
Benguerir,'Université Mohammed VI Polytechnique',' Autres services',' Enseignement',' De 3 à 5 ans',' Bac +5 et plus',' CDD','Ingénieur '
Benguerir,'Université Mohammed VI Polytechnique',' Autres services',' Enseignement',' De 3 à 5 ans',' Bac +5 et plus',' CDD','Ingénieur '
Rabat,'Université Mohammed VI Polytechnique',' Autres services',' Enseignement',' De 3 à 5 ans',' Qualification avant Bac',' CDI',Coordinateur
Benguerir,'Université Mohammed VI Polytechnique',' Autres services',' Enseignement',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Team Lead '
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Gestion projet / Etudes / R&D',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Chef de Projet '
Benguerir,'Université Mohammed VI Polytechnique',' Agroalimentaire',' Enseignement',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Tech Lead'
Benguerir,'Université Mohammed VI Polytechnique',' Pharmacie / Santé',' Santé / Social',' De 3 à 5 ans',' Bac +4',' CDI','Infirmier '
Benguerir,'Université Mohammed VI Polytechnique',' Autres services',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur '
Rabat,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Enseignement',' De 5 à 10 ans',' Bac +4',' CDI','Enseignant de sport polyvalent '
Rabat,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Enseignement',' De 5 à 10 ans',' Qualification avant Bac',' CDI','Enseignant de sport polyvalent '
Rabat,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Marketing',' De 3 à 5 ans',' Qualification avant Bac',' CDI','Responsable Marketing '
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Gestion projet / Etudes / R&D',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chargé de Mission '
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Gestion projet / Etudes / R&D',' De 3 à 5 ans',' Bac +3',' CDI','Chargé d\'Affaires '
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Enseignement',' De 3 à 5 ans',' Bac +5 et plus',?,'Professeur '
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Communication / Publicité / RP',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Chargé de Communication '
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Assistanat de Direction / Services Généraux',' De 3 à 5 ans',' Bac +4',' CDI',Assistant
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Gestion projet / Etudes / R&D',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Coordinateur
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Gestion projet / Etudes / R&D',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Chef de Projet '
Benguerir,'Université Mohammed VI Polytechnique',' Autres services',' Enseignement',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Responsable Achats '
Rabat,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Administrateur IT'
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Santé / Social',' De 3 à 5 ans',' Bac +3',' CDI','Infirmier '
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' RH / Personnel / Formation',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chargé de Développement'
Benguerir,'Université Mohammed VI Polytechnique',' Autres services',' Enseignement',' De 3 à 5 ans',' Bac +5 et plus',' CDD','Community Manager '
Rabat,'Université Mohammed VI Polytechnique',' Autres services',' Enseignement',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Commercial
Rabat,'Université Mohammed VI Polytechnique',' Autres services',' Enseignement',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Enseignant de sport polyvalent '
Rabat,'Université Mohammed VI Polytechnique',' Autres services',' Enseignement',' De 3 à 5 ans',' Bac +4',' CDI','Enseignant de sport polyvalent '
Rabat,'Université Mohammed VI Polytechnique',' Autres services',' Enseignement',' De 3 à 5 ans',' Bac +2',' CDI','Enseignant de sport polyvalent '
'Tanger ',Mubawab.ma,' Immobilier / Promoteur / Agence',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Commercial
Rabat,'Oceane Consulting',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Scrum Master '
Casablanca,'Winpa Phone',' Centre d\'appel',' Assurance',' De 3 à 5 ans',' Bac +2',' CDI','Conseiller en Assurance'
'Tanger ','APM Terminals',' Transport / Messagerie / Logistique',' Logistique / Transport',' Débutant',' Bac +5 et plus',' CDI','Operations Manager '
Casablanca,'Lydec et SUEZ',' Energie',' Gestion projet / Etudes / R&D',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Chef de Projet '
Rabat,'CGI Technologies et Solutions Maroc',' Informatique',' Informatique / Electronique',' De 10 à 20 ans',' Bac +5 et plus',' CDI','Chef de Projet '
Rabat,'CGI Technologies et Solutions Maroc',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Ingénieur Java J2EE'
Rabat,'CGI Technologies et Solutions Maroc',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Consultant
Rabat,'Webhelp Maroc',' Centre d\'appel',' Call Centers',' Débutant',' Bac',' Autre','Conseiller Commercial '
Rabat,'Fonds d\'Equipement Communal (FEC)',' Autres services',' RH / Personnel / Formation',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Responsable RH '
Casablanca,'Lydec et SUEZ',' Energie',' Travaux / Chantiers / BTP',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chef de Projet '
Casablanca,'Lydec et SUEZ',' Energie',' Travaux / Chantiers / BTP',' De 5 à 10 ans',' Bac +5 et plus',' Autre','Chef de Service '
'Tanger ','Groupe Assu 2000',' Assurance / Courtage',' RH / Personnel / Formation',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Responsable RH '
